id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,clase,duration,days_left,price
27797,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,44,4933
27798,Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13.0,44,4933
27799,Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,44,4933
27800,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,44,4933
27801,Air_India,AI-805,Delhi,Evening,one,Afternoon,Kolkata,Economy,16.17,44,4933
27802,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,44,4933
27803,Air_India,AI-624,Delhi,Evening,one,Afternoon,Kolkata,Economy,17.17,44,4933
27804,Air_India,AI-868,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.17,44,4933
27805,Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.33,44,4933
27806,Air_India,AI-636,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,21.67,44,4933
27807,Air_India,AI-865,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.5,44,4933
27808,Air_India,AI-473,Delhi,Evening,one,Afternoon,Kolkata,Economy,21.33,44,4947
27809,Indigo,6E-889,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.83,44,5027
27810,Indigo,6E-198,Delhi,Early_Morning,one,Morning,Kolkata,Economy,6.08,44,5027
27811,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,44,5027
27812,Air_India,AI-409,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,44,5056
27813,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Kolkata,Economy,9.5,44,5275
27814,AirAsia,I5-784,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,44,5275
27815,Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,44,5276
27816,Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,44,5276
27817,Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,44,5276
27818,Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,44,5276
27819,Air_India,AI-636,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.33,44,5276
27820,Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.83,44,5294
27821,GO_FIRST,G8-713,Delhi,Evening,one,Morning,Kolkata,Economy,12.67,44,5418
27822,GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,44,5418
27823,Air_India,AI-895,Delhi,Morning,one,Evening,Kolkata,Economy,7.5,44,5820
27824,Air_India,AI-473,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.17,44,5850
27825,Air_India,AI-479,Delhi,Night,one,Evening,Kolkata,Economy,21.33,44,6020
27826,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,44,6129
27827,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.08,44,6598
27828,Vistara,UK-981,Delhi,Night,one,Morning,Kolkata,Economy,12.0,44,6598
27829,Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13.0,44,6598
27830,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,14.17,44,6598
27831,Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.25,44,6598
27832,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.25,44,6598
27833,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Kolkata,Economy,6.33,44,6299
27834,GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,44,6395
27835,GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,44,6395
27836,GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,44,6395
27837,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,44,6395
27838,GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9.0,44,6395
27839,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,44,6395
27840,GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,44,6395
27841,GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,44,6395
27842,GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.5,44,6395
27843,GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,44,6395
27844,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,44,6395
27845,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,44,6395
27846,GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,44,6395
27847,GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,44,6395
27848,GO_FIRST,G8-2501,Delhi,Late_Night,one,Evening,Kolkata,Economy,15.5,44,6395
27849,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,44,6395
27850,GO_FIRST,G8-7534,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,44,6395
27851,GO_FIRST,G8-392,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.5,44,6395
27852,Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.58,44,6821
27853,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,6.5,44,6821
27854,Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.08,44,6821
27855,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.33,44,6821
27856,Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,44,6821
27857,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,44,6821
27858,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,10.42,44,6821
27859,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,44,6821
27860,Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.17,44,6821
27861,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.08,44,6821
27862,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.42,44,6821
27863,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,6.92,44,6542
27864,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,44,7221
27865,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.33,44,7221
27866,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,44,7221
27867,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,44,7221
27868,Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.67,44,7221
27869,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,44,7221
27870,Vistara,UK-941,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,44,7221
27871,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.92,44,7221
27872,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.17,44,7221
27873,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.17,44,7221
27874,Air_India,AI-803,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.42,44,6946
27875,Air_India,AI-502,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.83,44,6946
27876,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Kolkata,Economy,26.17,44,6946
27877,Air_India,AI-469,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.83,44,7249
27878,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,44,7336
27879,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.25,44,7336
27880,Air_India,AI-504,Delhi,Night,one,Morning,Kolkata,Economy,11.08,44,7366
27881,Air_India,AI-807,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,44,7366
27882,Air_India,AI-506,Delhi,Morning,one,Morning,Kolkata,Economy,22.58,44,7366
27883,SpiceJet,SG-8903,Delhi,Morning,one,Morning,Kolkata,Economy,25.25,44,8050
27884,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.92,44,7790
27885,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,44,8366
27886,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,44,8011
27887,SpiceJet,SG-8187,Delhi,Afternoon,one,Morning,Kolkata,Economy,21.5,44,8050
27888,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.17,44,8050
27889,SpiceJet,SG-8941,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.92,44,8397
27890,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.42,44,9349
27891,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,44,9349
27892,Vistara,UK-899,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,18.92,44,9349
27893,Vistara,UK-871,Delhi,Night,two_or_more,Evening,Kolkata,Economy,20.33,44,9349
27894,Indigo,6E-2329,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,44,9861
27895,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.92,44,10418
27896,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,44,10418
27897,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,44,16934
27898,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,44,18026
27899,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,45,2482
27900,AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,45,2480
27901,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.75,45,2480
27902,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.33,45,2480
27903,AirAsia,I5-735,Delhi,Night,one,Morning,Kolkata,Economy,11.58,45,2480
27904,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,13.08,45,2480
27905,Indigo,6E-761,Delhi,Evening,one,Night,Kolkata,Economy,4.17,45,2482
27906,Indigo,6E-2043,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.25,45,2482
27907,Indigo,6E-5037,Delhi,Early_Morning,one,Morning,Kolkata,Economy,4.75,45,2482
27908,Indigo,6E-5336,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.17,45,2482
27909,Indigo,6E-6096,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.33,45,2482
27910,Indigo,6E-6186,Delhi,Evening,one,Night,Kolkata,Economy,6.33,45,2482
27911,Indigo,6E-767,Delhi,Night,one,Early_Morning,Kolkata,Economy,6.83,45,2482
27912,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,45,2903
27913,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,45,2903
27914,AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,45,3175
27915,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.75,45,3175
27916,AirAsia,I5-721,Delhi,Night,one,Morning,Kolkata,Economy,12.25,45,3175
27917,AirAsia,I5-1529,Delhi,Morning,two_or_more,Late_Night,Kolkata,Economy,16.0,45,3175
27918,GO_FIRST,G8-188,Delhi,Evening,one,Night,Kolkata,Economy,4.92,45,3198
27919,GO_FIRST,G8-268,Delhi,Morning,one,Night,Kolkata,Economy,9.58,45,3198
27920,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,45,3610
27921,Air_India,AI-560,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.0,45,3610
27922,Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,45,4000
27923,Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,45,4000
27924,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,45,4000
27925,Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,Economy,2.25,45,4000
27926,Indigo,6E-2087,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.58,45,3754
27927,Indigo,6E-6198,Delhi,Evening,one,Night,Kolkata,Economy,5.25,45,3754
27928,Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.58,45,3754
27929,Indigo,6E-7336,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.75,45,3754
27930,Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.83,45,3754
27931,Indigo,6E-5026,Delhi,Early_Morning,one,Morning,Kolkata,Economy,6.08,45,3754
27932,Indigo,6E-5016,Delhi,Afternoon,one,Night,Kolkata,Economy,6.08,45,3754
27933,Indigo,6E-6278,Delhi,Morning,one,Afternoon,Kolkata,Economy,6.83,45,3754
27934,Indigo,6E-6098,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,7.0,45,3754
27935,Indigo,6E-307,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,45,3768
27936,Indigo,6E-947,Delhi,Early_Morning,one,Morning,Kolkata,Economy,6.0,45,3768
27937,Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,45,4210
27938,Air_India,AI-542,Delhi,Morning,one,Afternoon,Kolkata,Economy,6.25,45,3925
27939,Air_India,AI-560,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.92,45,3925
27940,GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.08,45,3999
27941,Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.08,45,3999
27942,Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.08,45,3999
27943,Indigo,6E-6271,Delhi,Night,zero,Night,Kolkata,Economy,2.08,45,3999
27944,Indigo,6E-2841,Delhi,Night,zero,Late_Night,Kolkata,Economy,2.08,45,3999
27945,AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,45,3999
27946,Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,45,3999
27947,Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.17,45,3999
27948,Indigo,6E-2517,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,45,3999
27949,Indigo,6E-2016,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,45,3999
27950,GO_FIRST,G8-105,Delhi,Night,zero,Night,Kolkata,Economy,2.25,45,3999
27951,AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.42,45,3999
27952,SpiceJet,SG-263,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.33,45,4000
27953,SpiceJet,SG-292,Delhi,Morning,zero,Morning,Kolkata,Economy,2.42,45,4000
27954,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,45,4031
27955,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,10.17,45,4031
27956,Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,45,4097
27957,Indigo,6E-546,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.67,45,4134
27958,Indigo,6E-972,Delhi,Late_Night,zero,Early_Morning,Kolkata,Economy,2.17,45,4380
27959,Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,45,4380
27960,Indigo,6E-2057,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,45,4380
27961,Air_India,AI-540,Delhi,Night,one,Afternoon,Kolkata,Economy,17.25,45,4385
27962,Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.17,45,4385
27963,Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.0,45,4391
27964,Air_India,AI-407,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.83,45,4426
27965,Air_India,AI-409,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,45,4426
27966,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10.17,45,4559
27967,Air_India,AI-889,Delhi,Morning,one,Night,Kolkata,Economy,10.58,45,4559
27968,Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,45,4559
27969,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,45,4559
27970,Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.5,45,4559
27971,SpiceJet,SG-8253,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,45,4630
27972,Air_India,AI-439,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,7.92,45,4700
27973,AirAsia,I5-829,Delhi,Night,zero,Night,Kolkata,Economy,2.17,45,4731
27974,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,25.58,45,4748
27975,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,8.17,45,4933
27976,Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,12.58,45,4933
27977,Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,45,4933
27978,Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,45,4933
27979,Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.25,45,4933
27980,Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,45,4933
27981,Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,45,4933
27982,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.25,45,4933
27983,Air_India,AI-636,Delhi,Afternoon,one,Morning,Kolkata,Economy,17.75,45,4933
27984,Air_India,AI-865,Delhi,Morning,one,Morning,Kolkata,Economy,22.17,45,4933
27985,Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,45,4933
27986,Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,45,4933
27987,Indigo,6E-6197,Delhi,Evening,one,Late_Night,Kolkata,Economy,5.33,45,5027
27988,Indigo,6E-198,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.75,45,5027
27989,Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.75,45,5027
27990,Indigo,6E-177,Delhi,Late_Night,one,Morning,Kolkata,Economy,6.33,45,5027
27991,Indigo,6E-2046,Delhi,Evening,one,Night,Kolkata,Economy,6.42,45,5027
27992,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.67,45,5027
27993,Indigo,6E-5071,Delhi,Evening,one,Night,Kolkata,Economy,6.92,45,5027
27994,GO_FIRST,G8-422,Delhi,Night,one,Early_Morning,Kolkata,Economy,11.0,45,5092
27995,GO_FIRST,G8-404,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.67,45,5094
27996,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Kolkata,Economy,7.0,45,5275
27997,AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14.42,45,5275
27998,Air_India,AI-805,Delhi,Evening,one,Night,Kolkata,Economy,27.25,45,5276
27999,Air_India,AI-624,Delhi,Evening,one,Night,Kolkata,Economy,28.25,45,5276
28000,GO_FIRST,G8-713,Delhi,Night,one,Morning,Kolkata,Economy,12.5,45,5418
28001,GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,15.83,45,5418
28002,Indigo,6E-2168,Delhi,Evening,one,Night,Kolkata,Economy,4.92,45,5719
28003,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.92,45,5787
28004,Air_India,AI-895,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.08,45,5820
28005,Air_India,AI-453,Delhi,Early_Morning,one,Evening,Kolkata,Economy,13.67,45,6020
28006,Air_India,AI-895,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,7.0,45,6030
28007,GO_FIRST,G8-151,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.42,45,6129
28008,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.75,45,6129
28009,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,45,6578
28010,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.42,45,6578
28011,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8.08,45,6578
28012,Vistara,UK-981,Delhi,Night,one,Morning,Kolkata,Economy,12.0,45,6578
28013,Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13.0,45,6578
28014,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,45,6578
28015,Vistara,UK-941,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,45,6578
28016,Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.17,45,6578
28017,Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.25,45,6578
28018,Vistara,UK-951,Delhi,Afternoon,one,Morning,Kolkata,Economy,19.33,45,6578
28019,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.25,45,6578
28020,Vistara,UK-993,Delhi,Afternoon,one,Morning,Kolkata,Economy,20.83,45,6578
28021,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.08,45,6578
28022,Vistara,UK-945,Delhi,Morning,one,Morning,Kolkata,Economy,22.0,45,6578
28023,Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,45,6578
28024,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,45,6578
28025,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,45,6578
28026,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.17,45,6578
28027,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.42,45,6578
28028,Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,26.58,45,6578
28029,Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,45,6578
28030,Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.08,45,6578
28031,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,45,6578
28032,Indigo,6E-6282,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.17,45,6299
28033,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,45,6395
28034,GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,8.75,45,6395
28035,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.33,45,6395
28036,GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.67,45,6395
28037,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.75,45,6395
28038,GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,12.92,45,6395
28039,GO_FIRST,G8-392,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,15.75,45,6395
28040,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.83,45,6395
28041,Air_India,AI-879,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,45,6471
28042,Indigo,6E-6171,Delhi,Evening,one,Night,Kolkata,Economy,4.83,45,6758
28043,Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.75,45,7221
28044,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,45,7221
28045,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,22.0,45,7221
28046,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.17,45,7221
28047,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,25.0,45,7221
28048,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,45,7221
28049,Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.33,45,7249
28050,GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.67,45,7336
28051,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.5,45,7336
28052,Air_India,AI-504,Delhi,Night,one,Afternoon,Kolkata,Economy,16.25,45,7366
28053,Air_India,AI-807,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.17,45,7366
28054,Air_India,AI-502,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,24.0,45,7366
28055,Air_India,AI-506,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.75,45,7366
28056,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.17,45,7552
28057,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Kolkata,Economy,6.5,45,7572
28058,SpiceJet,SG-8195,Delhi,Afternoon,one,Morning,Kolkata,Economy,21.5,45,8050
28059,SpiceJet,SG-8195,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.17,45,8050
28060,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,45,8011
28061,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,45,9100
28062,SpiceJet,SG-8903,Delhi,Morning,one,Morning,Kolkata,Economy,25.25,45,9100
28063,Vistara,UK-859,Delhi,Morning,two_or_more,Morning,Kolkata,Economy,23.25,45,9349
28064,Vistara,UK-637,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.5,45,9485
28065,Vistara,UK-706,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,20.0,45,9485
28066,Air_India,AI-479,Delhi,Night,two_or_more,Night,Kolkata,Economy,26.0,45,9523
28067,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,45,9979
28068,Vistara,UK-899,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,18.92,45,9979
28069,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,45,16078
28070,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,46,2482
28071,AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,46,2480
28072,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.75,46,2480
28073,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,10.17,46,2480
28074,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.33,46,2480
28075,AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,46,2480
28076,AirAsia,I5-735,Delhi,Night,one,Morning,Kolkata,Economy,11.58,46,2480
28077,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.75,46,2480
